year,breakdown_id,run_type,bus_no,route,reason,occurred_on_yr,occurred_on_month,occurred_on_day,occurred_on_time,created_on,boro,company,delay_est,passengers,schools_notified,parents_notified,opt_notified,opt_notified_on,updated_on,breakdown,school_age
2018,1473108,Special Ed AM Run,GT1476,Y518,Heavy Traffic,2018,10,18,6:06:00,20181018,Bronx,"DON THOMAS BUSES, INC. (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-10-18T06:07:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473111,Special Ed AM Run,1235,M556,Heavy Traffic,2018,10,18,6:08:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:08:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456308,Special Ed AM Run,379,P668,Heavy Traffic,2018,9,4,6:45:00,20180904,Manhattan,PRIDE TRANSPORTATION (SCH AGE),46-60 Min,0,Yes,Yes,No,2018-09-04T07:16:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458292,General Ed AM Run,2107,Q2715,Mechanical Problem,2018,9,12,7:00:00,20180912,Queens,"GRANDPA`S BUS CO., INC.",,0,Yes,No,No,2018-09-12T07:12:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1467858,Special Ed AM Run,1906,Q350,Heavy Traffic,2018,10,4,7:49:00,20181004,Queens,HOYT TRANSPORTATION CORP.,0-15 Min,5,Yes,No,No,2018-10-04T08:00:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473112,Special Ed AM Run,1462,M720,Heavy Traffic,2018,10,18,6:07:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T06:08:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473116,Special Ed AM Run,1900,M561,Heavy Traffic,2018,10,18,6:09:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1463297,Special Ed AM Run,3123,K199,Other,2018,9,25,7:02:00,20180925,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",16-30 Min,0,Yes,Yes,No,2018-09-25T07:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1467316,Pre-K/EI,2530,NYM7,Heavy Traffic,2018,10,3,10:55:00,20181003,Bronx,"DON THOMAS BUSES, INC.",0-15 Min,0,Yes,Yes,No,2018-10-03T10:57:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473118,Special Ed AM Run,1600,M565,Heavy Traffic,2018,10,18,6:09:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473121,Special Ed AM Run,1325,M739,Heavy Traffic,2018,10,18,6:10:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T06:10:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473128,Special Ed AM Run,1352,M604,Heavy Traffic,2018,10,18,6:11:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:12:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473275,Special Ed AM Run,61802,K176,Heavy Traffic,2018,10,18,7:00:00,20181018,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,4,Yes,Yes,No,2018-10-18T07:00:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473289,General Ed AM Run,872,X2255,Heavy Traffic,2018,10,18,7:02:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,16-30 Min,10,Yes,No,No,2018-10-18T07:04:00.000,2018-10-18T07:07:00.000,FALSE,School-Age
2018,1473291,Special Ed AM Run,48102,N212,Other,2018,10,18,7:04:00,20181018,Nassau County,VAN TRANS LLC (B2192),31-45 Min,1,Yes,Yes,Yes,2018-10-18T07:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458710,General Ed PM Run,1913D,X9593,Mechanical Problem,2018,9,12,12:45:00,20180912,Bronx,BOBBY`S BUS CO. INC.,,0,Yes,No,No,2018-09-12T13:42:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1467613,Special Ed AM Run,1366,M825,Heavy Traffic,2018,10,4,6:34:00,20181004,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-04T06:34:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1469755,Special Ed PM Run,1425,M617,Heavy Traffic,2018,10,10,13:47:00,20181010,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-10T13:47:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457887,Special Ed AM Run,351,K893,Heavy Traffic,2018,9,7,8:00:00,20180907,Brooklyn,Y & M TRANSIT CORP (B2192),16-30 Min,0,No,No,No,2018-09-07T08:14:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458727,Special Ed PM Run,1901,K174,Heavy Traffic,2018,9,12,14:08:00,20180912,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",31-45 Min,0,Yes,No,No,2018-09-12T14:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473292,Special Ed AM Run,7119,M927,Heavy Traffic,2018,10,18,6:53:00,20181018,Manhattan,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,0,Yes,Yes,No,2018-10-18T07:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473293,Special Ed AM Run,86039,W835,Other,2018,10,18,6:55:00,20181018,Westchester,"BORO TRANSIT, INC.",31-45 Min,2,Yes,Yes,No,2018-10-18T07:06:00.000,2018-10-18T07:07:04.000,FALSE,School-Age
2018,1473294,General Ed AM Run,20G,X8605,Heavy Traffic,2018,10,18,7:03:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,16-30 Min,2,Yes,No,No,2018-10-18T07:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473295,General Ed AM Run,50,X8617,Heavy Traffic,2018,10,18,7:04:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,0,Yes,No,No,2018-10-18T07:07:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473297,Special Ed AM Run,1246,X354,Heavy Traffic,2018,10,18,7:07:00,20181018,Bronx,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-10-18T07:08:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473298,General Ed AM Run,1723,Q8375,Heavy Traffic,2018,10,18,7:00:00,20181018,Queens,EMPIRE STATE BUS CORP.,31-45 Min,4,Yes,Yes,No,2018-10-18T07:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473299,Special Ed AM Run,21104,K170,Heavy Traffic,2018,10,18,7:08:00,20181018,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,5,Yes,Yes,No,2018-10-18T07:10:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473301,Special Ed AM Run,57118,M368,Other,2018,10,18,7:00:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2018-10-18T07:11:00.000,2018-10-18T07:12:14.000,FALSE,School-Age
2018,1459457,Special Ed PM Run,97D,P679,Mechanical Problem,2018,9,13,15:10:00,20180913,Queens,LOGAN BUS COMPANY INC.,,0,Yes,Yes,No,2018-09-13T15:35:00.000,2019-04-26T11:49:12.000,TRUE,School-Age
2018,1464537,Special Ed AM Run,213,W957,Heavy Traffic,2018,9,27,6:48:00,20180927,Westchester,VAN TRANS LLC (B2192),0-15 Min,0,Yes,Yes,Yes,2018-09-27T06:49:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473302,Special Ed AM Run,21504,K097,Other,2018,10,18,7:10:00,20181018,Brooklyn,ALLIED TRANSIT CORP.,16-30 Min,4,Yes,Yes,No,2018-10-18T07:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473303,Special Ed AM Run,1361,K773,Mechanical Problem,2018,10,18,6:51:00,20181018,Brooklyn,Y & M TRANSIT CORP (B2192),,0,No,No,No,2018-10-18T07:13:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473305,Special Ed AM Run,1109,X012,Heavy Traffic,2018,10,18,7:11:00,20181018,Bronx,"LORINDA ENTERPRISES, LTD.",16-30 Min,0,Yes,Yes,No,2018-10-18T07:13:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473306,Special Ed AM Run,1173,K320,Won`t Start,2018,10,18,7:12:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",46-60 Min,0,Yes,Yes,Yes,2018-10-18T07:14:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473308,Special Ed AM Run,58159,M365,Other,2018,10,18,7:05:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2018-10-18T07:15:00.000,2018-10-18T07:16:14.000,FALSE,School-Age
2018,1456557,Pre-K/EI,2604,MN1,Heavy Traffic,2018,9,5,7:00:00,20180905,Bronx,"DON THOMAS BUSES, INC.",0-15 Min,1,Yes,Yes,No,2018-09-05T07:10:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1458731,Special Ed PM Run,1505,K042,Other,2018,9,12,14:09:00,20180912,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",31-45 Min,0,Yes,No,No,2018-09-12T14:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458819,Special Ed AM Run,41102,K286,Other,2018,9,12,16:40:00,20180912,Brooklyn,EMPIRE STATE BUS CORP.,31-45 Min,7,Yes,Yes,No,2018-09-12T16:52:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458991,Pre-K/EI,4015,B0510A,Other,2018,9,13,6:50:00,20180913,Brooklyn,L & M BUS CORP.,46-60 Min,0,Yes,Yes,Yes,2018-09-13T07:07:00.000,2018-09-13T13:11:34.000,FALSE,Pre-K
2018,1473309,General Ed AM Run,2590,X2002,Heavy Traffic,2018,10,18,6:40:00,20181018,Bronx,BOBBY`S BUS CO. INC.,31-45 Min,0,Yes,Yes,No,2018-10-18T07:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473310,Special Ed AM Run,1061,M200,Heavy Traffic,2018,10,18,7:14:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473315,General Ed AM Run,28841,K2058,Heavy Traffic,2018,10,18,7:10:00,20181018,Brooklyn,"BORO TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2018-10-18T07:18:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473316,General Ed AM Run,659,X8603,Heavy Traffic,2018,10,18,7:18:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,2,Yes,No,No,2018-10-18T07:19:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473318,Special Ed AM Run,16379,X161,Heavy Traffic,2018,10,18,7:10:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,2,Yes,Yes,No,2018-10-18T07:20:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1459233,Special Ed AM Run,9016,M667,Heavy Traffic,2018,9,13,7:40:00,20180913,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,3,Yes,Yes,No,2018-09-13T08:00:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473320,Special Ed AM Run,10508,X105,Heavy Traffic,2018,10,18,7:18:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,1,Yes,Yes,No,2018-10-18T07:24:00.000,2018-10-18T07:24:50.000,FALSE,School-Age
2018,1473322,General Ed AM Run,26622,K2177,Other,2018,10,18,7:15:00,20181018,Brooklyn,SNT BUS INC,16-30 Min,0,Yes,Yes,No,2018-10-18T07:25:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473323,Special Ed AM Run,863,Q878,Mechanical Problem,2018,10,18,7:23:00,20181018,Queens,ALL AMERICAN SCHOOL BUS CORP.,46-60 Min,0,Yes,No,No,2018-10-18T07:25:00.000,2018-10-18T07:34:26.000,FALSE,School-Age
2018,1473324,Special Ed AM Run,74625,X217,Other,2018,10,18,7:23:00,20181018,Bronx,VAN TRANS LLC (B2192),16-30 Min,9,Yes,Yes,Yes,2018-10-18T07:25:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473325,Special Ed AM Run,308,K400,Heavy Traffic,2018,10,18,7:22:00,20181018,Brooklyn,CAREFUL BUS SERVICE INC (B2192),16-30 Min,9,Yes,Yes,No,2018-10-18T07:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1465279,Special Ed AM Run,5554D,X442,Won`t Start,2018,9,28,7:04:00,20180928,Bronx,LITTLE LISA BUS CO. INC.,,0,Yes,Yes,No,2018-09-28T07:07:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473326,Pre-K/EI,2854,AMAC 1,Heavy Traffic,2018,10,18,7:26:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,2,Yes,Yes,No,2018-10-18T07:27:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473327,Special Ed AM Run,36260,X403,Other,2018,10,18,7:20:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,1,Yes,Yes,No,2018-10-18T07:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473329,Pre-K/EI,2522,VM1,Heavy Traffic,2018,10,18,7:15:00,20181018,Bronx,"DON THOMAS BUSES, INC.",16-30 Min,4,Yes,Yes,No,2018-10-18T07:28:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1459806,Special Ed AM Run,131D,N616,Heavy Traffic,2018,9,14,7:00:00,20180914,Nassau County,LOGAN BUS COMPANY INC.,61-90 Min,0,Yes,Yes,No,2018-09-14T08:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473330,Special Ed AM Run,44603,N222,Other,2018,10,18,7:26:00,20181018,Nassau County,VAN TRANS LLC (B2192),31-45 Min,3,Yes,Yes,Yes,2018-10-18T07:28:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473331,Special Ed AM Run,GC0019,X911,Heavy Traffic,2018,10,18,7:27:00,20181018,Bronx,G.V.C. LTD. (B2192),0-15 Min,3,Yes,Yes,No,2018-10-18T07:29:00.000,2018-10-18T07:34:26.000,FALSE,School-Age
2018,1473332,Pre-K/EI,1060,AMAC 3,Heavy Traffic,2018,10,18,7:28:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,1,Yes,Yes,No,2018-10-18T07:29:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473333,Special Ed AM Run,535,M463,Heavy Traffic,2018,10,18,7:19:00,20181018,Manhattan,HOYT TRANSPORTATION CORP.,0-15 Min,0,Yes,Yes,No,2018-10-18T07:29:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473334,Special Ed AM Run,86048,M880,Other,2018,10,18,7:20:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2018-10-18T07:29:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473335,Pre-K/EI,2708,AMAC 4,Heavy Traffic,2018,10,18,7:29:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,1,Yes,Yes,No,2018-10-18T07:30:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473336,Special Ed AM Run,1517,M537,Heavy Traffic,2018,10,18,7:28:00,20181018,Manhattan,FIRST STEPS TRANS INC. (B2192),0-15 Min,3,Yes,Yes,Yes,2018-10-18T07:30:00.000,2018-10-18T07:31:11.000,FALSE,School-Age
2018,1473337,Special Ed AM Run,GT1420,Y906,Heavy Traffic,2018,10,18,7:29:00,20181018,Bronx,"DON THOMAS BUSES, INC. (B2321)",31-45 Min,4,Yes,Yes,Yes,2018-10-18T07:31:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473338,Special Ed AM Run,6003,X390,Heavy Traffic,2018,10,18,7:27:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,7,Yes,No,No,2018-10-18T07:31:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473339,Special Ed PM Run,1356,M538,Heavy Traffic,2018,10,18,7:31:00,20181018,Manhattan,FIRST STEPS TRANS INC. (B2192),16-30 Min,3,Yes,Yes,Yes,2018-10-18T07:32:00.000,2018-10-18T07:33:01.000,FALSE,School-Age
2018,1473340,Special Ed AM Run,31323,X420,Heavy Traffic,2018,10,18,7:25:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,1,Yes,Yes,No,2018-10-18T07:32:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457301,General Ed AM Run,125,R1058,Heavy Traffic,2018,9,6,8:11:00,20180906,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2018-09-06T08:13:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1459265,Pre-K/EI,2604,MN1,Heavy Traffic,2018,9,13,7:15:00,20180913,Bronx,"DON THOMAS BUSES, INC.",0-15 Min,10,Yes,Yes,No,2018-09-13T08:07:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1459364,Special Ed PM Run,1237,M605,Heavy Traffic,2018,9,13,13:56:00,20180913,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-09-13T13:57:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473341,Special Ed AM Run,GT1434,Y865,Heavy Traffic,2018,10,18,7:31:00,20181018,Bronx,"DON THOMAS BUSES, INC. (B2321)",31-45 Min,4,Yes,Yes,Yes,2018-10-18T07:32:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473343,Special Ed AM Run,2801,K166,Other,2018,10,18,7:30:00,20181018,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,7,Yes,Yes,No,2018-10-18T07:34:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473344,Special Ed AM Run,8,K989,Heavy Traffic,2018,10,18,7:28:00,20181018,Brooklyn,CAREFUL BUS,16-30 Min,5,Yes,Yes,No,2018-10-18T07:35:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473347,Pre-K/EI,2525,HK1,Heavy Traffic,2018,10,18,7:15:00,20181018,Bronx,ANOTHER RIDE INC.,31-45 Min,7,Yes,Yes,No,2018-10-18T07:36:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473348,Special Ed AM Run,1634,W819,Other,2018,10,18,7:34:00,20181018,Westchester,THOMAS BUSES INC (B2192),46-60 Min,0,Yes,Yes,Yes,2018-10-18T07:36:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473349,Pre-K/EI,1251,ER # 1,Heavy Traffic,2018,10,18,7:27:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,3,Yes,Yes,No,2018-10-18T07:36:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473350,Pre-K/EI,1032,J47#2,Heavy Traffic,2018,10,18,7:36:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,2,Yes,Yes,No,2018-10-18T07:37:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473351,Special Ed AM Run,19,W779,Heavy Traffic,2018,10,18,7:35:00,20181018,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),16-30 Min,6,No,No,No,2018-10-18T07:37:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473354,Special Ed AM Run,1116,M449,Heavy Traffic,2018,10,18,7:36:00,20181018,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,4,Yes,No,Yes,2018-10-18T07:38:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473355,Special Ed AM Run,36229,X436,Other,2018,10,18,7:30:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,3,Yes,Yes,No,2018-10-18T07:38:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473356,Pre-K/EI,2802,ER #6,Heavy Traffic,2018,10,18,7:37:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,4,Yes,Yes,No,2018-10-18T07:38:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473357,Special Ed AM Run,30,M450,Heavy Traffic,2018,10,18,7:35:00,20181018,Manhattan,CAREFUL BUS,16-30 Min,5,Yes,Yes,No,2018-10-18T07:38:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473358,Special Ed AM Run,57114,M940,Other,2018,10,18,7:30:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,3,Yes,Yes,No,2018-10-18T07:39:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473359,Special Ed AM Run,1111,M213,Heavy Traffic,2018,10,18,7:38:00,20181018,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,3,Yes,Yes,Yes,2018-10-18T07:39:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473360,Special Ed AM Run,4452D,L706,Mechanical Problem,2018,10,18,6:25:00,20181018,Queens,"LORINDA ENTERPRISES, LTD.",16-30 Min,0,No,Yes,No,2018-10-18T07:39:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473362,Pre-K/EI,1062,J47#4,Heavy Traffic,2018,10,18,7:37:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,2,Yes,Yes,No,2018-10-18T07:39:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473363,Special Ed AM Run,1351,M483,Mechanical Problem,2018,10,18,7:37:00,20181018,Manhattan,FIRST STEPS TRANS INC. (B2192),31-45 Min,0,Yes,Yes,Yes,2018-10-18T07:39:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473364,Pre-K/EI,2801,J47#5,Heavy Traffic,2018,10,18,7:39:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,2,Yes,Yes,No,2018-10-18T07:40:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473365,Special Ed AM Run,56103,M736,Other,2018,10,18,7:30:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,3,Yes,Yes,No,2018-10-18T07:40:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473367,Special Ed AM Run,1814,L018,Heavy Traffic,2018,10,18,7:40:00,20181018,Brooklyn,B & F SKILLED INC.(B2192),16-30 Min,3,Yes,Yes,No,2018-10-18T07:40:00.000,2018-10-18T07:44:46.000,FALSE,School-Age
2018,1473368,Pre-K/EI,1278,GRAM 7,Heavy Traffic,2018,10,18,7:40:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,1,Yes,Yes,No,2018-10-18T07:41:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1460087,Special Ed AM Run,11674,Q892,Won`t Start,2018,9,17,6:00:00,20180917,Queens,HOYT TRANSPORTATION CORP.,,0,Yes,Yes,No,2018-09-17T06:28:00.000,2018-09-17T08:02:24.000,TRUE,School-Age
2018,1473369,Special Ed AM Run,86041,M648,Other,2018,10,18,7:30:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,3,No,Yes,No,2018-10-18T07:41:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473370,Special Ed AM Run,5600,L742,Heavy Traffic,2018,10,18,7:39:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,14,Yes,Yes,Yes,2018-10-18T07:41:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473371,General Ed AM Run,216,X2395,Heavy Traffic,2018,10,18,7:37:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,12,Yes,No,No,2018-10-18T07:41:00.000,2018-10-18T07:43:22.000,FALSE,School-Age
2018,1473372,Pre-K/EI,2854,H/H 2,Heavy Traffic,2018,10,18,7:40:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,4,Yes,Yes,No,2018-10-18T07:41:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1459244,Special Ed AM Run,2026,P670,Heavy Traffic,2018,9,13,7:50:00,20180913,Queens,PRIDE TRANSPORTATION (SCH AGE),16-30 Min,8,Yes,Yes,No,2018-09-13T08:03:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473373,Pre-K/EI,9355,1,Heavy Traffic,2018,10,18,7:36:00,20181018,Bronx,"G.V.C., LTD.",16-30 Min,0,Yes,Yes,No,2018-10-18T07:42:00.000,2018-10-18T08:00:43.000,FALSE,Pre-K
2018,1473376,General Ed AM Run,1533,Q2582,Mechanical Problem,2018,10,18,7:25:00,20181018,Queens,LORISSA BUS SERVICE INC.,,0,Yes,No,No,2018-10-18T07:42:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1459469,Special Ed PM Run,GC0155,M134,Flat Tire,2018,9,13,15:35:00,20180913,Manhattan,G.V.C. LTD. (B2192),31-45 Min,0,No,Yes,No,2018-09-13T15:49:00.000,2018-09-13T16:16:19.000,FALSE,School-Age
2018,1473377,Special Ed AM Run,19670,X082,Accident,2018,10,18,7:13:00,20181018,Bronx,"BORO TRANSIT, INC.",46-60 Min,4,Yes,Yes,Yes,2018-10-18T07:43:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473378,Special Ed AM Run,1714,L500,Heavy Traffic,2018,10,18,7:30:00,20181018,Brooklyn,HOYT TRANSPORTATION CORP.,16-30 Min,1,Yes,Yes,No,2018-10-18T07:43:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473379,Special Ed AM Run,5600,Q073,Heavy Traffic,2018,10,18,7:41:00,20181018,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,14,Yes,Yes,Yes,2018-10-18T07:43:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1461571,Special Ed AM Run,522,P466,Heavy Traffic,2018,9,20,7:30:00,20180920,Queens,HAPPY CHILD TRANS LLC (B2192),16-30 Min,1,Yes,Yes,No,2018-09-20T07:31:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1464177,General Ed AM Run,832,R1019,Heavy Traffic,2018,9,26,8:05:00,20180926,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2018-09-26T08:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473380,Special Ed AM Run,1213,Q370,Heavy Traffic,2018,10,18,7:35:00,20181018,Queens,HOYT TRANSPORTATION CORP.,0-15 Min,9,Yes,Yes,No,2018-10-18T07:43:00.000,2018-10-18T07:45:38.000,FALSE,School-Age
