year,breakdown_id,run_type,bus_no,route,reason,occurred_on_yr,occurred_on_month,occurred_on_day,occurred_on_time,created_on,boro,company,delay_est,passengers,schools_notified,parents_notified,opt_notified,opt_notified_on,updated_on,breakdown,school_age
2018,1472458,Special Ed PM Run,1312,M000,Mechanical Problem,2018,10,16,14:25:00,20181016,Manhattan,FIRST STEPS TRANS INC. (B2192),31-45 Min,0,No,Yes,Yes,2018-10-16T14:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456382,Special Ed AM Run,11,K961,Mechanical Problem,2018,9,4,8:09:00,20180904,Brooklyn,CAREFUL BUS,,3,Yes,Yes,No,2018-09-04T08:18:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1472466,Special Ed PM Run,887,N089,Flat Tire,2018,10,16,14:35:00,20181016,Nassau County,LOGAN BUS COMPANY INC.,,0,No,No,No,2018-10-16T14:41:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1472470,Special Ed PM Run,568D,X646,Other,2018,10,16,14:35:00,20181016,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,2018-10-16T14:47:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1472471,Special Ed PM Run,1628,M054,Heavy Traffic,2018,10,16,14:46:00,20181016,Manhattan,FIRST STEPS TRANS INC. (B2192),16-30 Min,0,Yes,Yes,Yes,2018-10-16T14:48:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472483,Special Ed PM Run,451,Q689,Heavy Traffic,2018,10,16,14:45:00,20181016,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,No,No,No,2018-10-16T15:00:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472490,Special Ed PM Run,129D,P717,Flat Tire,2018,10,16,14:10:00,20181016,Queens,LOGAN BUS COMPANY INC.,31-45 Min,0,No,Yes,No,2018-10-16T15:07:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472491,Special Ed PM Run,1705D,Q517,Mechanical Problem,2018,10,16,14:20:00,20181016,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,No,Yes,No,2018-10-16T15:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1462576,Special Ed AM Run,5807D,X689,Mechanical Problem,2018,9,24,6:00:00,20180924,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,2018-09-24T06:18:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1472493,Special Ed PM Run,5586D,Q684,Mechanical Problem,2018,10,16,14:15:00,20181016,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,No,Yes,No,2018-10-16T15:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472494,Special Ed PM Run,4454D,Q662,Mechanical Problem,2018,10,16,14:25:00,20181016,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,No,Yes,No,2018-10-16T15:13:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472498,Special Ed AM Run,1345,M073,Heavy Traffic,2018,10,16,15:12:00,20181016,Manhattan,FIRST STEPS TRANS INC. (B2192),16-30 Min,0,Yes,Yes,Yes,2018-10-16T15:17:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472504,Special Ed AM Run,505D,X556,Heavy Traffic,2018,10,16,15:25:00,20181016,Bronx,LITTLE RICHIE BUS SERVICE,31-45 Min,0,Yes,Yes,No,2018-10-16T15:29:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472693,Special Ed AM Run,7144,M973,Mechanical Problem,2018,10,17,6:11:00,20181017,Manhattan,PRIDE TRANSPORTATION (SCH AGE),,0,Yes,Yes,No,2018-10-17T06:56:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1472694,Special Ed AM Run,1243,M965,Heavy Traffic,2018,10,17,6:54:00,20181017,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-17T06:56:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472699,Special Ed AM Run,36237,K420,Problem Run,2018,10,17,6:48:00,20181017,Brooklyn,"BORO TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2018-10-17T06:58:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472700,Special Ed AM Run,3542,L924,Heavy Traffic,2018,10,17,6:57:00,20181017,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-10-17T06:58:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1472704,Special Ed AM Run,1534,K016,Other,2018,10,17,6:50:00,20181017,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",61-90 Min,0,No,No,No,2018-10-17T06:59:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472706,General Ed AM Run,9051,M8096,Accident,2018,10,17,6:38:00,20181017,Manhattan,QUALITY TRANSPORTATION CORP.,,3,No,No,No,2018-10-17T06:59:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1472710,Special Ed AM Run,422D,Q662,Mechanical Problem,2018,10,17,6:45:00,20181017,Queens,LITTLE RICHIE BUS SERVICE,61-90 Min,0,Yes,Yes,No,2018-10-17T07:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472711,Special Ed AM Run,GC0109,M065,Mechanical Problem,2018,10,17,5:45:00,20181017,Manhattan,G.V.C. LTD. (B2192),,0,Yes,Yes,Yes,2018-10-17T07:02:00.000,2018-10-17T08:24:18.000,TRUE,School-Age
2018,1472713,Special Ed AM Run,4484D,Q729,Other,2018,10,17,6:45:00,20181017,Queens,LITTLE RICHIE BUS SERVICE,61-90 Min,0,Yes,Yes,No,2018-10-17T07:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472716,Special Ed AM Run,827D,Q782,Other,2018,10,17,6:30:00,20181017,Queens,LITTLE RICHIE BUS SERVICE,61-90 Min,0,Yes,Yes,No,2018-10-17T07:04:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472718,Special Ed AM Run,GC0074,X879,Flat Tire,2018,10,17,6:45:00,20181017,Bronx,G.V.C. LTD. (B2192),16-30 Min,0,Yes,No,No,2018-10-17T07:04:00.000,2018-10-17T07:38:40.000,FALSE,School-Age
2018,1472720,Special Ed AM Run,138,W641,Other,2018,10,17,7:03:00,20181017,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),16-30 Min,5,No,No,No,2018-10-17T07:05:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472722,Special Ed AM Run,1824,L033,Heavy Traffic,2018,10,17,7:04:00,20181017,Brooklyn,B & F SKILLED INC.(B2192),16-30 Min,1,Yes,Yes,No,2018-10-17T07:05:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456325,Special Ed AM Run,1441,Q975,Other,2018,9,4,7:24:00,20180904,Queens,FIRST STEPS TRANS INC. (B2192),31-45 Min,1,Yes,Yes,Yes,2018-09-04T07:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456400,General Ed PM Run,28743,K9144,Heavy Traffic,2018,9,4,16:00:00,20180904,Brooklyn,SNT BUS INC,16-30 Min,0,Yes,Yes,No,2018-09-04T16:10:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456414,Special Ed AM Run,381,M685,Won`t Start,2018,9,5,5:50:00,20180905,Manhattan,PRIDE TRANSPORTATION (SCH AGE),,0,Yes,No,No,2018-09-05T06:13:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1472726,Special Ed AM Run,121D,Q761,Other,2018,10,17,7:00:00,20181017,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,Yes,Yes,No,2018-10-17T07:06:00.000,2018-10-17T07:07:28.000,FALSE,School-Age
2018,1472727,Special Ed AM Run,SE1307,M071,Heavy Traffic,2018,10,17,7:06:00,20181017,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,0,Yes,Yes,No,2018-10-17T07:07:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456503,Pre-K/EI,6188,0114A,Heavy Traffic,2018,9,5,6:45:00,20180905,Brooklyn,L & M BUS CORP.,31-45 Min,0,Yes,Yes,Yes,2018-09-05T06:52:00.000,2018-09-05T10:08:36.000,FALSE,Pre-K
2018,1463277,Pre-K/EI,2506,MN2,Heavy Traffic,2018,9,25,6:15:00,20180925,Bronx,"DON THOMAS BUSES, INC.",0-15 Min,3,Yes,Yes,No,2018-09-25T06:58:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1472729,Special Ed AM Run,56103,M736,Heavy Traffic,2018,10,17,7:00:00,20181017,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2018-10-17T07:08:00.000,2018-10-17T07:10:13.000,FALSE,School-Age
2018,1472735,Special Ed AM Run,GC0001,X773,Heavy Traffic,2018,10,17,7:00:00,20181017,Bronx,G.V.C. LTD. (B2192),31-45 Min,2,Yes,Yes,Yes,2018-10-17T07:12:00.000,2018-10-17T08:29:25.000,FALSE,School-Age
2018,1472737,Special Ed AM Run,236,W783,Heavy Traffic,2018,10,17,7:11:00,20181017,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),46-60 Min,4,Yes,No,No,2018-10-17T07:13:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472741,Special Ed AM Run,58159,M365,Heavy Traffic,2018,10,17,7:07:00,20181017,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,2,Yes,Yes,No,2018-10-17T07:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472751,Special Ed AM Run,3251,L346,Other,2018,10,17,7:17:00,20181017,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-10-17T07:19:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1472753,Special Ed AM Run,52057,M239,Heavy Traffic,2018,10,17,7:10:00,20181017,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,3,Yes,Yes,No,2018-10-17T07:20:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472756,General Ed AM Run,2120,X2020,Heavy Traffic,2018,10,17,7:04:00,20181017,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,17,Yes,No,No,2018-10-17T07:21:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472757,Special Ed AM Run,31323,X420,Heavy Traffic,2018,10,17,7:15:00,20181017,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,2,Yes,Yes,No,2018-10-17T07:22:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1469759,Special Ed PM Run,1638,M659,Heavy Traffic,2018,10,10,13:48:00,20181010,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-10T13:49:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472758,Special Ed AM Run,1450,Q485,Other,2018,10,17,7:21:00,20181017,Queens,FIRST STEPS TRANS INC. (B2192),46-60 Min,0,Yes,Yes,Yes,2018-10-17T07:23:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472760,Special Ed AM Run,36229,X436,Other,2018,10,17,7:15:00,20181017,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,4,Yes,Yes,No,2018-10-17T07:24:00.000,2018-10-17T07:25:03.000,FALSE,School-Age
2018,1472762,General Ed AM Run,400,X8614,Heavy Traffic,2018,10,17,7:21:00,20181017,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,0,Yes,No,No,2018-10-17T07:25:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472763,Special Ed AM Run,7150,Y874,Heavy Traffic,2018,10,17,7:23:00,20181017,Bronx,PRIDE TRANSPORTATION (SCH AGE),31-45 Min,2,Yes,Yes,No,2018-10-17T07:25:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1472765,Special Ed AM Run,1312,M925,Heavy Traffic,2018,10,17,7:25:00,20181017,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-17T07:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472766,Special Ed AM Run,86034,M421,Heavy Traffic,2018,10,17,7:20:00,20181017,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,3,Yes,Yes,No,2018-10-17T07:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456306,Special Ed AM Run,2678,M253,Mechanical Problem,2018,9,4,7:11:00,20180904,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-09-04T07:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1465393,Special Ed AM Run,57112,M939,Weather Conditions,2018,9,28,7:25:00,20180928,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,2,Yes,Yes,No,2018-09-28T07:33:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1467241,Special Ed AM Run,4602,M235,Heavy Traffic,2018,10,3,7:57:00,20181003,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,10,Yes,Yes,Yes,2018-10-03T07:59:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472773,Special Ed AM Run,1116,M449,Heavy Traffic,2018,10,17,7:32:00,20181017,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,4,Yes,Yes,Yes,2018-10-17T07:33:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472775,Special Ed AM Run,2564,L512,Heavy Traffic,2018,10,17,7:33:00,20181017,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,3,Yes,Yes,Yes,2018-10-17T07:34:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1472776,Special Ed AM Run,1429,M507,Heavy Traffic,2018,10,17,7:33:00,20181017,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-17T07:34:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472780,Special Ed AM Run,554,L953,Flat Tire,2018,10,17,7:32:00,20181017,Brooklyn,HAPPY CHILD TRANS LLC (B2192),16-30 Min,0,Yes,Yes,No,2018-10-17T07:35:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472781,Special Ed AM Run,1710,M153,Heavy Traffic,2018,10,17,7:34:00,20181017,Manhattan,PHILLIP BUS CORP (B2192),31-45 Min,2,Yes,No,No,2018-10-17T07:35:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472793,General Ed AM Run,1723,Q8375,Heavy Traffic,2018,10,17,7:30:00,20181017,Queens,EMPIRE STATE BUS CORP.,31-45 Min,4,Yes,Yes,No,2018-10-17T07:39:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1466078,Special Ed AM Run,36234,X470,Other,2018,10,1,7:20:00,20181001,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2018-10-01T07:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472796,Special Ed AM Run,9950,M084,Heavy Traffic,2018,10,17,7:37:00,20181017,Manhattan,HAPPY CHILD TRANS LLC (B2192),0-15 Min,3,Yes,Yes,No,2018-10-17T07:40:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472802,Special Ed AM Run,1710,X823,Heavy Traffic,2018,10,17,7:31:00,20181017,Bronx,HOYT TRANSPORTATION CORP.,0-15 Min,3,Yes,Yes,No,2018-10-17T07:42:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472805,Special Ed AM Run,1809,M505,Heavy Traffic,2018,10,17,7:41:00,20181017,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-17T07:42:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1472809,Special Ed AM Run,1245,L371,Heavy Traffic,2018,10,17,7:42:00,20181017,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,3,Yes,Yes,Yes,2018-10-17T07:43:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1472817,Special Ed AM Run,16365,X083,Heavy Traffic,2018,10,17,7:40:00,20181017,Bronx,"BORO TRANSIT, INC.",16-30 Min,4,Yes,Yes,No,2018-10-17T07:46:00.000,2018-10-17T07:46:57.000,FALSE,School-Age
2018,1472942,General Ed PM Run,10473,M9003,Late return from Field Trip,2018,10,17,13:23:00,20181017,Manhattan,SNT BUS INC,61-90 Min,0,Yes,No,No,2018-10-17T13:25:00.000,2018-10-17T14:29:49.000,FALSE,School-Age
2018,1473029,Special Ed PM Run,391,U910,Heavy Traffic,2018,10,17,14:12:00,20181017,Rockland County,PRIDE TRANSPORTATION (SCH AGE),16-30 Min,0,Yes,Yes,Yes,2018-10-17T14:19:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473046,Special Ed PM Run,GT1419,Y958,Heavy Traffic,2018,10,17,15:01:00,20181017,Bronx,"DON THOMAS BUSES, INC. (B2321)",16-30 Min,0,Yes,Yes,Yes,2018-10-17T15:02:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473047,Special Ed PM Run,GT1409,Y886,Heavy Traffic,2018,10,17,15:00:00,20181017,Bronx,"DON THOMAS BUSES, INC. (B2321)",0-15 Min,0,Yes,Yes,Yes,2018-10-17T15:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473048,Special Ed PM Run,644,P307,Mechanical Problem,2018,10,17,15:12:00,20181017,Queens,HAPPY CHILD TRANS LLC (B2192),31-45 Min,0,Yes,Yes,No,2018-10-17T15:14:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473050,General Ed PM Run,5003,X9365,Heavy Traffic,2018,10,17,15:15:00,20181017,Bronx,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2018-10-17T15:18:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473051,Special Ed PM Run,1451,Q818,Heavy Traffic,2018,10,17,15:18:00,20181017,Queens,FIRST STEPS TRANS INC. (B2192),16-30 Min,0,Yes,Yes,Yes,2018-10-17T15:21:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473053,Special Ed PM Run,138 D,Q678,Mechanical Problem,2018,10,17,15:22:00,20181017,Queens,LITTLE RICHIE BUS SERVICE,,3,Yes,Yes,No,2018-10-17T15:36:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473055,General Ed PM Run,9035,K9469,Heavy Traffic,2018,10,17,15:30:00,20181017,Brooklyn,QUALITY TRANSPORTATION CORP.,16-30 Min,0,No,No,No,2018-10-17T15:57:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473057,Special Ed PM Run,7028,M805,Mechanical Problem,2018,10,17,17:25:00,20181017,Manhattan,LEESEL TRANSPORTATION CORP (B2192),,3,Yes,Yes,No,2018-10-17T17:38:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473059,General Ed AM Run,1702,K8381,Heavy Traffic,2018,10,18,4:55:00,20181018,Brooklyn,ALLIED TRANSIT CORP.,46-60 Min,0,Yes,No,No,2018-10-18T05:13:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473068,Special Ed AM Run,GT1421,Y880,Heavy Traffic,2018,10,18,5:51:00,20181018,Bronx,"DON THOMAS BUSES, INC. (B2321)",46-60 Min,0,Yes,Yes,Yes,2018-10-18T05:54:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473070,Special Ed AM Run,1741,M408,Mechanical Problem,2018,10,18,5:52:00,20181018,Manhattan,PHILLIP BUS CORP (B2192),,0,No,No,No,2018-10-18T05:55:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473071,Special Ed AM Run,GT1443,Y725,Heavy Traffic,2018,10,18,5:55:00,20181018,Bronx,"DON THOMAS BUSES, INC. (B2321)",46-60 Min,0,Yes,Yes,Yes,2018-10-18T05:56:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1456477,Pre-K/EI,6141,B0268A,Other,2018,9,5,6:30:00,20180905,Brooklyn,L & M BUS CORP.,46-60 Min,0,Yes,Yes,Yes,2018-09-05T06:43:00.000,2018-09-05T09:56:16.000,FALSE,Pre-K
2018,1457243,Special Ed AM Run,9029,Y898,Problem Run,2018,9,6,7:58:00,20180906,Bronx,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,7,Yes,No,No,2018-09-06T08:01:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1457246,Special Ed AM Run,24621,X051,Heavy Traffic,2018,9,6,8:00:00,20180906,Bronx,VAN TRANS LLC (B2192),16-30 Min,17,Yes,Yes,Yes,2018-09-06T08:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473072,Special Ed AM Run,1800,M598,Heavy Traffic,2018,10,18,5:54:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T05:58:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473076,Special Ed AM Run,1801,M179,Heavy Traffic,2018,10,18,5:59:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T05:59:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457712,Special Ed AM Run,95,M669,Heavy Traffic,2018,9,7,7:24:00,20180907,Manhattan,CAREFUL BUS,16-30 Min,6,Yes,Yes,No,2018-09-07T07:27:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473077,Special Ed AM Run,1444,M691,Heavy Traffic,2018,10,18,5:59:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T05:59:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473078,Special Ed AM Run,1631,M187,Heavy Traffic,2018,10,18,6:00:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:00:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456307,Special Ed AM Run,RV4510,L357,Heavy Traffic,2018,9,4,7:13:00,20180904,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-09-04T07:16:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473079,Special Ed AM Run,1107,M261,Heavy Traffic,2018,10,18,6:00:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:00:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473082,Special Ed AM Run,1443,M667,Heavy Traffic,2018,10,18,6:00:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T06:01:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458454,Pre-K/EI,2521,VM1,Heavy Traffic,2018,9,12,7:15:00,20180912,Bronx,"DON THOMAS BUSES, INC.",16-30 Min,9,Yes,Yes,No,2018-09-12T07:44:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473084,Special Ed AM Run,4557,L633,Heavy Traffic,2018,10,18,6:00:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-10-18T06:01:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473086,Special Ed AM Run,1432,M987,Heavy Traffic,2018,10,18,6:00:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,No,Yes,No,2018-10-18T06:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473088,Special Ed AM Run,2653,K999,Heavy Traffic,2018,10,18,6:01:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-10-18T06:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473089,General Ed AM Run,2435,K1571,Won`t Start,2018,10,18,6:01:00,20181018,Brooklyn,ALL AMERICAN SCHOOL BUS CORP.,31-45 Min,0,No,No,No,2018-10-18T06:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473090,General Ed AM Run,1636,K1806,Other,2018,10,18,5:00:00,20181018,Brooklyn,JOFAZ TRANSPORTATION INC.,16-30 Min,0,Yes,No,No,2018-10-18T06:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473091,Special Ed AM Run,1443,M667,Heavy Traffic,2018,10,18,6:02:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T06:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457730,Special Ed AM Run,4584,M256,Heavy Traffic,2018,9,7,7:31:00,20180907,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2018-09-07T07:33:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457840,Special Ed AM Run,8,K989,Heavy Traffic,2018,9,7,8:00:00,20180907,Brooklyn,CAREFUL BUS,16-30 Min,9,Yes,Yes,No,2018-09-07T08:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473093,Special Ed AM Run,1476,M989,Heavy Traffic,2018,10,18,6:02:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,No,Yes,No,2018-10-18T06:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473097,Special Ed AM Run,1315,M996,Heavy Traffic,2018,10,18,6:03:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,No,Yes,No,2018-10-18T06:05:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473101,Special Ed AM Run,1918,M747,Heavy Traffic,2018,10,18,6:05:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T06:05:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473102,Special Ed AM Run,1359,M999,Heavy Traffic,2018,10,18,6:05:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,No,Yes,No,2018-10-18T06:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457856,Special Ed AM Run,74626,X230,Heavy Traffic,2018,9,7,8:04:00,20180907,Bronx,VAN TRANS LLC (B2192),16-30 Min,12,Yes,Yes,Yes,2018-09-07T08:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458288,General Ed AM Run,866,X2359,Heavy Traffic,2018,9,12,7:09:00,20180912,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,2,Yes,No,No,2018-09-12T07:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473103,Special Ed AM Run,1386,M447,Heavy Traffic,2018,10,18,6:06:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473105,Special Ed AM Run,1809,M505,Heavy Traffic,2018,10,18,6:06:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T06:07:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
